file,source_url,retrieved_utc,key_status,notes
CS/2007/CS_2007_QP.pdf,https://drive.google.com/file/d/1heYfRMa3PPN8TMavXtNhNDprMPnWQo-9/view,2026-09-23T17:00:05Z,n/a,"official: member CS/2007_CS.pdf of CS.zip in the 'Bulk Download of Question Papers (2007 to 2026)' Drive folder (folders/1xUn7rGTzKlfvJDoo4SzCRi8jRlBD63ud) linked from https://gate2027.iitm.ac.in/download; byte-identical copy in the GATE 2026 IITG bulk folder; scanned paper, page 1 checked visually: '2007 CS: Computer Science and Engineering', 85 questions, ends Q.85; no key pages; 21 pp; image-only (0 text chars)"
CS/2007/CS_2007_KEY.pdf,,,none,no official key (file not created): GATE published no answer keys before 2011 - the official archives hold papers only and gatecse.in lists 'No official key released' for 2007-2010; unofficial solutions not substituted
CS/2008/CS_2008_QP.pdf,https://drive.google.com/file/d/1heYfRMa3PPN8TMavXtNhNDprMPnWQo-9/view,2026-09-23T17:00:05Z,n/a,"official: member CS/2008_CS.pdf of CS.zip in the 'Bulk Download of Question Papers (2007 to 2026)' Drive folder (folders/1xUn7rGTzKlfvJDoo4SzCRi8jRlBD63ud) linked from https://gate2027.iitm.ac.in/download; byte-identical copy in the GATE 2026 IITG bulk folder; scanned paper, page 1 checked visually: '2008 MAIN PAPER - CS / CS: COMPUTER SCIENCE AND ENGINEERING', 85 questions, ends Q.85; no key pages; 18 pp; image-only (0 text chars)"
CS/2008/CS_2008_KEY.pdf,,,none,no official key (file not created): GATE published no answer keys before 2011 - the official archives hold papers only and gatecse.in lists 'No official key released' for 2007-2010; unofficial solutions not substituted
CS/2009/CS_2009_QP.pdf,https://drive.google.com/file/d/1heYfRMa3PPN8TMavXtNhNDprMPnWQo-9/view,2026-09-23T17:00:05Z,n/a,"official: member CS/2009_CS.pdf of CS.zip in the 'Bulk Download of Question Papers (2007 to 2026)' Drive folder (folders/1xUn7rGTzKlfvJDoo4SzCRi8jRlBD63ud) linked from https://gate2027.iitm.ac.in/download; byte-identical copy in the GATE 2026 IITG bulk folder; scanned paper, page 1 checked visually: '2009 CS: COMPUTER SCIENCE & INFORMATION TECHNOLOGY', 60 questions, ends Q.60; no key pages; 14 pp; image-only (0 text chars)"
CS/2009/CS_2009_KEY.pdf,,,none,no official key (file not created): GATE published no answer keys before 2011 - the official archives hold papers only and gatecse.in lists 'No official key released' for 2007-2010; unofficial solutions not substituted
CS/2010/CS_2010_QP.pdf,https://drive.google.com/file/d/1heYfRMa3PPN8TMavXtNhNDprMPnWQo-9/view,2026-09-23T17:00:05Z,n/a,"official: member CS/2010_CS.pdf of CS.zip in the 'Bulk Download of Question Papers (2007 to 2026)' Drive folder (folders/1xUn7rGTzKlfvJDoo4SzCRi8jRlBD63ud) linked from https://gate2027.iitm.ac.in/download; byte-identical copy in the GATE 2026 IITG bulk folder; scanned paper, page 1 checked visually: '2010 CS: COMPUTER SCIENCE AND INFORMATION TECHNOLOGY', 65 questions; no key pages; pp.17-23 are blank 'Space for Rough Work' pages; 23 pp; image-only (0 text chars)"
CS/2010/CS_2010_KEY.pdf,,,none,no official key (file not created): GATE published no answer keys before 2011 - the official archives hold papers only and gatecse.in lists 'No official key released' for 2007-2010; unofficial solutions not substituted
CS/2011/CS_2011_QP.pdf,https://drive.google.com/file/d/1heYfRMa3PPN8TMavXtNhNDprMPnWQo-9/view,2026-09-23T17:00:05Z,n/a,"official: member CS/2011_CS.pdf of CS.zip in the 'Bulk Download of Question Papers (2007 to 2026)' Drive folder (folders/1xUn7rGTzKlfvJDoo4SzCRi8jRlBD63ud) linked from https://gate2027.iitm.ac.in/download (same bytes in the GATE 2024 IISc bulk zip; the GATE 2026 IITG copy is corrupt); scanned paper, page 1 checked visually: '2011 CS: COMPUTER SCIENCE & INFORMATION TECHNOLOGY', booklet code A, 65 questions, ends Q.65; 17 pp; image-only (0 text chars)"
CS/2011/CS_2011_KEY.pdf,https://web.archive.org/web/20110812091059id_/http://gate.iitm.ac.in/gate2011/pdffiles/keycs.pdf,2026-09-23T17:14:31Z,final,mirror: Wayback Machine capture (2011-08-12) of IIT Madras's official http://gate.iitm.ac.in/gate2011/pdffiles/keycs.pdf (original Last-Modified 2011-05-24; the 2011-12 capture has the same digest); not in any live official archive; 'GATE 2011 - Answer Key - Paper : CS' with answers for ORS codes A-D; final = the only key IITM published (after results); 2 pp; 1081 text chars; covers CS 1-65 x ORS codes A-D
CS/2012/CS_2012_QP.pdf,https://drive.google.com/file/d/1heYfRMa3PPN8TMavXtNhNDprMPnWQo-9/view,2026-09-23T17:00:05Z,n/a,"official: member CS/2012_CS.pdf of CS.zip in the 'Bulk Download of Question Papers (2007 to 2026)' Drive folder (folders/1xUn7rGTzKlfvJDoo4SzCRi8jRlBD63ud) linked from https://gate2027.iitm.ac.in/download; byte-identical copy in the GATE 2026 IITG bulk folder; pages 1-17 of that file (pages 18-19 = key, saved as CS_2012_KEY.pdf); '2012 ... CS : COMPUTER SCIENCE & INFORMATION TECHNOLOGY', booklet code CS-A; some fonts need an in-memory font-descriptor fix before pypdf will extract them (PDF itself unchanged); 17 pp; 29830 text chars; Q numbers found 1-65"
